Number,City,Gender,Age,Income,Illness
2127,Dallas,Male,41,39266.0,No
2128,Dallas,Male,35,44790.0,No
2129,Dallas,Male,33,66681.0,No
2130,Dallas,Female,49,16845.0,No
2131,Dallas,Male,39,52576.0,No
2132,Dallas,Male,47,48933.0,No
2133,Dallas,Male,58,54820.0,No
2134,Dallas,Male,39,53090.0,No
2135,Dallas,Female,30,37277.0,No
2136,Dallas,Male,30,40914.0,No
2137,Dallas,Male,55,44119.0,No
2138,Dallas,Female,31,14217.0,No
2139,Dallas,Male,55,50379.0,No
2140,Dallas,Male,45,67792.0,No
2141,Dallas,Male,59,26611.0,No
2142,Dallas,Male,33,56418.0,No
2143,Dallas,Male,59,37411.0,Yes
2144,Dallas,Female,52,54911.0,No
2145,Dallas,Female,28,16488.0,No
2146,Dallas,Female,49,40624.0,No
2147,Dallas,Male,53,38532.0,Yes
2148,Dallas,Female,51,38684.0,No
2149,Dallas,Female,60,33248.0,No
2150,Dallas,Female,43,38432.0,Yes
2151,Dallas,Female,63,41389.0,No
2152,Dallas,Male,33,61374.0,No
2153,Dallas,Male,57,57864.0,No
2154,Dallas,Male,30,35041.0,No
2155,Dallas,Female,35,15597.0,No
2156,Dallas,Female,64,37382.0,No
2157,Dallas,Female,57,30110.0,No
2158,Dallas,Female,55,24904.0,No
2159,Dallas,Male,55,56228.0,No
2160,Dallas,Female,39,48163.0,No
2161,Dallas,Male,46,31794.0,No
2162,Dallas,Female,46,51556.0,No
2163,Dallas,Male,52,40710.0,No
2164,Dallas,Male,62,65334.0,No
2165,Dallas,Male,54,39099.0,No
2166,Dallas,Female,25,35729.0,No
2167,Dallas,Female,34,42962.0,No
2168,Dallas,Male,32,41123.0,No
2169,Dallas,Male,59,68321.0,No
2170,Dallas,Female,53,49529.0,No
2171,Dallas,Female,28,48533.0,No
2172,Dallas,Male,61,53925.0,No
2173,Dallas,Female,64,33753.0,No
2174,Dallas,Male,43,53588.0,No
2175,Dallas,Male,25,53511.0,No
2176,Dallas,Male,55,44975.0,No
2177,Dallas,Male,65,45140.0,No
2178,Dallas,Female,54,57213.0,Yes
2179,Dallas,Female,28,36988.0,No
2180,Dallas,Female,49,35519.0,No
2181,Dallas,Male,60,55500.0,No
2182,Dallas,Male,31,51759.0,No
2183,Dallas,Female,44,48010.0,No
2184,Dallas,Male,64,46332.0,No
2185,Dallas,Male,33,45554.0,No
2186,Dallas,Male,41,50176.0,No
2187,Dallas,Male,58,43072.0,No
2188,Dallas,Female,49,40196.0,Yes
2189,Dallas,Male,47,52340.0,No
2190,Dallas,Male,58,54795.0,No
2191,Dallas,Female,30,39893.0,No
2192,Dallas,Female,63,40007.0,No
2193,Dallas,Male,37,58134.0,No
2194,Dallas,Female,43,50210.0,No
2195,Dallas,Male,41,53146.0,No
2196,Dallas,Female,33,47778.0,No
2197,Dallas,Male,27,59096.0,No
2198,Dallas,Male,62,46318.0,No
2199,Dallas,Female,29,27053.0,No
2200,Dallas,Male,26,32471.0,No
2201,Dallas,Male,53,58054.0,No
2202,Dallas,Male,54,51172.0,No
2203,Dallas,Male,65,47648.0,No
2204,Dallas,Male,42,42001.0,No
2205,Dallas,Female,56,41623.0,No
2206,Dallas,Female,32,38789.0,No
2207,Dallas,Male,51,47042.0,No
2208,Dallas,Male,33,51742.0,No
2209,Dallas,Male,60,53588.0,No
2210,Dallas,Male,43,59695.0,No
2211,Dallas,Male,49,51848.0,No
2212,Dallas,Female,63,19857.0,No
2213,Dallas,Female,31,36136.0,No
2214,Dallas,Male,44,43555.0,No
2215,Dallas,Male,54,64099.0,No
2216,Dallas,Male,53,47783.0,No
2217,Dallas,Male,63,42897.0,No
2218,Dallas,Female,63,26000.0,Yes
2219,Dallas,Female,61,39052.0,No
2220,Dallas,Male,65,51017.0,No
2221,Dallas,Male,26,39215.0,No
2222,Dallas,Male,49,61624.0,No
2223,Dallas,Female,62,47012.0,No
2224,Dallas,Female,27,56005.0,No
2225,Dallas,Male,28,44576.0,No
2226,Dallas,Male,44,57188.0,No
2227,Dallas,Male,62,56987.0,No
2228,Dallas,Male,26,47002.0,No
2229,Dallas,Male,36,58557.0,No
2230,Dallas,Male,38,70633.0,No
2231,Dallas,Female,35,37843.0,No
2232,Dallas,Female,61,43365.0,No
2233,Dallas,Female,26,39966.0,No
2234,Dallas,Female,44,57913.0,No
2235,Dallas,Female,60,52707.0,No
2236,Dallas,Male,59,41251.0,No
2237,Dallas,Female,41,61151.0,No
2238,Dallas,Male,48,66392.0,Yes
2239,Dallas,Male,59,42240.0,No
2240,Dallas,Male,60,54654.0,Yes
2241,Dallas,Female,57,31407.0,No
2242,Dallas,Male,46,52299.0,No
2243,Dallas,Male,60,44410.0,No
2244,Dallas,Male,42,46741.0,No
2245,Dallas,Female,62,34245.0,No
2246,Dallas,Male,40,42643.0,No
2247,Dallas,Male,37,35031.0,No
2248,Dallas,Female,53,27637.0,No
2249,Dallas,Female,63,32931.0,No
2250,Dallas,Female,54,54363.0,No
2251,Dallas,Female,56,31388.0,No
2252,Dallas,Female,25,34159.0,No
2253,Dallas,Female,31,47681.0,No
2254,Dallas,Female,30,45064.0,No
2255,Dallas,Male,40,34640.0,No
2256,Dallas,Female,26,51274.0,No
2257,Dallas,Male,44,56619.0,Yes
2258,Dallas,Female,57,41130.0,No
2259,Dallas,Male,37,49681.0,Yes
2260,Dallas,Male,47,39385.0,No
2261,Dallas,Male,33,50956.0,No
2262,Dallas,Male,50,61660.0,No
2263,Dallas,Female,48,45299.0,No
2264,Dallas,Male,47,50363.0,No
2265,Dallas,Female,35,35088.0,No
2266,Dallas,Male,28,70165.0,No
2267,Dallas,Female,63,22660.0,No
2268,Dallas,Female,39,55907.0,No
2269,Dallas,Male,42,46187.0,No
2270,Dallas,Male,33,50175.0,No
2271,Dallas,Male,26,48526.0,Yes
2272,Dallas,Male,60,49532.0,No
2273,Dallas,Male,61,59432.0,No
2274,Dallas,Male,31,52196.0,No
2275,Dallas,Male,57,45927.0,No
2276,Dallas,Female,57,43530.0,No
2277,Dallas,Male,49,44095.0,No
2278,Dallas,Female,32,26343.0,No
2279,Dallas,Female,60,41888.0,No
2280,Dallas,Female,35,39220.0,No
2281,Dallas,Female,58,46731.0,No
2282,Dallas,Male,57,50478.0,No
2283,Dallas,Male,25,47526.0,No
2284,Dallas,Male,63,43956.0,No
2285,Dallas,Female,45,53535.0,No
2286,Dallas,Female,59,43701.0,No
2287,Dallas,Male,58,46318.0,No
2288,Dallas,Male,40,46936.0,Yes
2289,Dallas,Male,54,36288.0,No
2290,Dallas,Male,57,58153.0,No
2291,Dallas,Female,61,29144.0,No
2292,Dallas,Female,62,48314.0,No
2293,Dallas,Female,55,42921.0,No
2294,Dallas,Female,52,36308.0,No
2295,Dallas,Female,27,28038.0,No
2296,Dallas,Male,41,55777.0,No
2297,Dallas,Female,27,50180.0,No
2298,Dallas,Female,45,55532.0,No
2299,Dallas,Female,57,39084.0,No
2300,Dallas,Female,29,48914.0,No
2301,Dallas,Female,62,43540.0,Yes
2302,Dallas,Female,31,48635.0,No
2303,Dallas,Male,51,58857.0,No
2304,Dallas,Female,43,22903.0,No
2305,Dallas,Male,59,58478.0,Yes
2306,Dallas,Female,60,44773.0,No
2307,Dallas,Male,58,48196.0,No
2308,Dallas,Male,55,59444.0,No
2309,Dallas,Male,34,46030.0,No
2310,Dallas,Male,58,72519.0,No
2311,Dallas,Female,34,45682.0,No
2312,Dallas,Male,52,45928.0,No
2313,Dallas,Female,31,18176.0,No
2314,Dallas,Female,54,45270.0,No
2315,Dallas,Female,45,36202.0,No
2316,Dallas,Female,32,45918.0,No
2317,Dallas,Male,45,62476.0,Yes
2318,Dallas,Female,64,35761.0,No
2319,Dallas,Male,43,56386.0,No
2320,Dallas,Male,50,49479.0,No
2321,Dallas,Male,56,35960.0,No
2322,Dallas,Male,40,66116.0,No
2323,Dallas,Female,49,37899.0,No
2324,Dallas,Male,29,46719.0,No
2325,Dallas,Female,35,40697.0,No
2326,Dallas,Female,34,49177.0,Yes
2327,Dallas,Male,40,58208.0,Yes
2328,Dallas,Female,30,49742.0,No
2329,Dallas,Male,32,44607.0,No
2330,Dallas,Female,58,47010.0,No
2331,Dallas,Male,51,51024.0,No
2332,Dallas,Male,41,55516.0,No
2333,Dallas,Female,61,41988.0,No
2334,Dallas,Female,60,54368.0,No
2335,Dallas,Male,27,45097.0,No
2336,Dallas,Female,36,35217.0,No
2337,Dallas,Female,42,30171.0,No
2338,Dallas,Male,28,52117.0,No
2339,Dallas,Male,33,53881.0,No
2340,Dallas,Female,38,44025.0,No
2341,Dallas,Male,63,45434.0,No
2342,Dallas,Female,41,25257.0,No
2343,Dallas,Male,33,67792.0,No
2344,Dallas,Male,38,63146.0,No
2345,Dallas,Female,36,34917.0,No
2346,Dallas,Male,58,50740.0,No
2347,Dallas,Female,37,22796.0,No
2348,Dallas,Male,33,40448.0,No
2349,Dallas,Male,57,52174.0,No
2350,Dallas,Female,45,42796.0,Yes
2351,Dallas,Male,52,47027.0,No
2352,Dallas,Female,64,46683.0,No
2353,Dallas,Female,58,43419.0,No
2354,Dallas,Male,57,52932.0,No
2355,Dallas,Male,38,52706.0,No
2356,Dallas,Male,53,65810.0,No
2357,Dallas,Female,39,45437.0,No
2358,Dallas,Female,46,60925.0,Yes
2359,Dallas,Female,34,45329.0,No
2360,Dallas,Male,57,45863.0,No
2361,Dallas,Female,41,46810.0,No
2362,Dallas,Male,53,47895.0,No
2363,Dallas,Male,30,32003.0,No
2364,Dallas,Female,62,57770.0,No
2365,Dallas,Female,35,42949.0,No
2366,Dallas,Male,30,39564.0,No
2367,Dallas,Female,58,25703.0,No
2368,Dallas,Female,47,32610.0,No
2369,Dallas,Female,42,41858.0,Yes
2370,Dallas,Female,30,31800.0,No
2371,Dallas,Male,33,41574.0,No
2372,Dallas,Female,46,35452.0,No
2373,Dallas,Male,38,42180.0,No
2374,Dallas,Male,56,41069.0,No
2375,Dallas,Female,35,32138.0,No
2376,Dallas,Female,36,23927.0,No
2377,Dallas,Male,26,54819.0,No
2378,Dallas,Male,32,28802.0,No
2379,Dallas,Male,65,67526.0,Yes
2380,Dallas,Female,38,41237.0,No
2381,Dallas,Female,58,48222.0,No
2382,Dallas,Female,34,41330.0,No
2383,Dallas,Male,59,59863.0,No
2384,Dallas,Male,64,66049.0,No
2385,Dallas,Male,34,50734.0,No
2386,Dallas,Male,47,50887.0,No
2387,Dallas,Female,62,45343.0,No
2388,Dallas,Male,62,25050.0,No
2389,Dallas,Female,25,42577.0,No
2390,Dallas,Female,31,59419.0,No
2391,Dallas,Female,37,38635.0,No
2392,Dallas,Male,25,60168.0,No
2393,Dallas,Female,60,42893.0,No
2394,Dallas,Male,40,41543.0,No
2395,Dallas,Male,45,33826.0,No
2396,Dallas,Male,41,53998.0,No
2397,Dallas,Female,35,41260.0,No
2398,Dallas,Female,44,43534.0,No
2399,Dallas,Female,48,55019.0,No
2400,Dallas,Female,39,38687.0,No
2401,Dallas,Male,54,25453.0,No
2402,Dallas,Female,46,46487.0,No
2403,Dallas,Male,36,58043.0,No
2404,Dallas,Female,55,41798.0,No
2405,Dallas,Male,40,46879.0,No
2406,Dallas,Male,55,60202.0,No
2407,Dallas,Male,38,62979.0,No
2408,Dallas,Male,41,71056.0,No
2409,Dallas,Male,42,62062.0,No
2410,Dallas,Male,44,49470.0,No
2411,Dallas,Male,58,43865.0,No
2412,Dallas,Male,39,46526.0,Yes
2413,Dallas,Female,27,75382.0,No
2414,Dallas,Female,58,33072.0,No
2415,Dallas,Female,64,23489.0,No
2416,Dallas,Female,34,51744.0,No
2417,Dallas,Male,57,56089.0,No
2418,Dallas,Male,58,56976.0,No
2419,Dallas,Female,39,32941.0,No
2420,Dallas,Male,26,61526.0,No
2421,Dallas,Male,41,49443.0,No
2422,Dallas,Male,57,59066.0,No
2423,Dallas,Male,51,53921.0,No
2424,Dallas,Female,36,34480.0,No
2425,Dallas,Female,45,38530.0,No
2426,Dallas,Male,38,35543.0,No
2427,Dallas,Female,54,35125.0,No
2428,Dallas,Male,61,63381.0,No
2429,Dallas,Male,64,47136.0,No
2430,Dallas,Female,46,32822.0,No
2431,Dallas,Male,48,42127.0,No
2432,Dallas,Female,47,37226.0,No
2433,Dallas,Female,48,38575.0,No
2434,Dallas,Male,34,53263.0,No
2435,Dallas,Male,33,64989.0,No
2436,Dallas,Male,41,46715.0,No
2437,Dallas,Female,37,38941.0,No
2438,Dallas,Female,40,51385.0,No
2439,Dallas,Female,55,30897.0,No
2440,Dallas,Male,36,38866.0,No
2441,Dallas,Male,42,43451.0,No
2442,Dallas,Female,40,36340.0,No
2443,Dallas,Male,64,35532.0,No
2444,Dallas,Male,46,77478.0,No
2445,Dallas,Female,60,46921.0,No
2446,Dallas,Male,40,53524.0,Yes
2447,Dallas,Male,35,45606.0,No
2448,Dallas,Female,59,34689.0,No
2449,Dallas,Male,57,45548.0,No
2450,Dallas,Male,32,70564.0,Yes
2451,Dallas,Male,50,59592.0,No
2452,Dallas,Female,31,46310.0,No
2453,Dallas,Male,41,45726.0,No
2454,Dallas,Male,56,39369.0,Yes
2455,Dallas,Male,61,47841.0,No
2456,Dallas,Female,51,49752.0,No
2457,Dallas,Male,41,35469.0,No
2458,Dallas,Male,61,63955.0,No
2459,Dallas,Female,29,41091.0,No
2460,Dallas,Female,59,28198.0,No
2461,Dallas,Male,61,52330.0,No
2462,Dallas,Female,64,51859.0,No
2463,Dallas,Female,50,17222.0,No
2464,Dallas,Male,32,43990.0,No
2465,Dallas,Male,34,49653.0,No
2466,Dallas,Female,58,46893.0,No
2467,Dallas,Female,43,30680.0,No
2468,Dallas,Female,59,35853.0,No
2469,Dallas,Female,37,51645.0,Yes
2470,Dallas,Male,47,40615.0,No
2471,Dallas,Female,27,33694.0,No
2472,Dallas,Female,26,29145.0,No
2473,Dallas,Female,45,58190.0,No
2474,Dallas,Male,51,37631.0,No
2475,Dallas,Male,35,67503.0,No
2476,Dallas,Female,61,38688.0,No
2477,Dallas,Female,54,30232.0,No
2478,Dallas,Female,40,51291.0,No
2479,Dallas,Female,34,28740.0,No
2480,Dallas,Male,47,54661.0,No
2481,Dallas,Female,29,48278.0,No
2482,Dallas,Male,37,49933.0,No
2483,Dallas,Male,38,45583.0,No
2484,Dallas,Male,30,49042.0,No
2485,Dallas,Male,29,44309.0,No
2486,Dallas,Male,39,60521.0,No
2487,Dallas,Male,53,48927.0,No
2488,Dallas,Female,33,57309.0,No
2489,Dallas,Female,50,53054.0,Yes
2490,Dallas,Female,38,43343.0,No
2491,Dallas,Female,31,25958.0,No
2492,Dallas,Male,37,73103.0,No
2493,Dallas,Male,65,58229.0,No
2494,Dallas,Female,63,37026.0,No
2495,Dallas,Male,37,44001.0,Yes
2496,Dallas,Female,53,46590.0,No
2497,Dallas,Female,33,37487.0,No
2498,Dallas,Male,47,33545.0,No
2499,Dallas,Male,49,42565.0,No
2500,Dallas,Male,39,60215.0,No
2501,Dallas,Female,27,58220.0,No
2502,Dallas,Male,27,63928.0,No
2503,Dallas,Male,57,52172.0,No
2504,Dallas,Female,65,38583.0,No
2505,Dallas,Male,53,52912.0,No
2506,Dallas,Male,54,43930.0,No
2507,Dallas,Male,45,49448.0,No
2508,Dallas,Male,42,55724.0,No
2509,Dallas,Male,47,45313.0,No
2510,Dallas,Male,35,53430.0,No
2511,Dallas,Male,59,61450.0,No
2512,Dallas,Male,57,43543.0,No
2513,Dallas,Male,53,47895.0,No
2514,Dallas,Male,49,54439.0,No
2515,Dallas,Female,32,33657.0,No
2516,Dallas,Female,54,42635.0,No
2517,Dallas,Male,27,46291.0,No
2518,Dallas,Female,48,46284.0,No
2519,Dallas,Male,60,75335.0,No
2520,Dallas,Female,47,42955.0,No
2521,Dallas,Female,40,46616.0,No
2522,Dallas,Female,57,30295.0,Yes
2523,Dallas,Male,60,47429.0,No
2524,Dallas,Female,36,8279.0,No
2525,Dallas,Male,31,53302.0,No
2526,Dallas,Male,27,50564.0,No
2527,Dallas,Female,27,24255.0,No
2528,Dallas,Female,27,21050.0,No
2529,Dallas,Female,59,46286.0,No
2530,Dallas,Male,34,44786.0,No
2531,Dallas,Male,29,60046.0,No
2532,Dallas,Male,51,59954.0,No
2533,Dallas,Male,26,40720.0,No
2534,Dallas,Male,44,51675.0,No
2535,Dallas,Male,60,45688.0,No
2536,Dallas,Male,34,47179.0,No
2537,Dallas,Female,45,20135.0,No
2538,Dallas,Female,65,55283.0,No
2539,Dallas,Female,54,44200.0,No
2540,Dallas,Male,27,43404.0,Yes
2541,Dallas,Female,48,53266.0,No
2542,Dallas,Male,61,54887.0,No
2543,Dallas,Male,63,54824.0,No
2544,Dallas,Male,33,49051.0,No
2545,Dallas,Female,39,39394.0,No
2546,Dallas,Male,54,45896.0,No
2547,Dallas,Female,47,49473.0,No
2548,Dallas,Female,59,59121.0,No
2549,Dallas,Female,63,32384.0,No
2550,Dallas,Male,57,37054.0,No
2551,Dallas,Male,60,47389.0,No
2552,Dallas,Female,56,32330.0,No
2553,Dallas,Female,52,50927.0,No
2554,Dallas,Female,34,58568.0,No
2555,Dallas,Female,63,58445.0,No
2556,Dallas,Female,30,29005.0,No
2557,Dallas,Male,26,41876.0,No
2558,Dallas,Female,61,22011.0,No
2559,Dallas,Male,61,47777.0,No
2560,Dallas,Male,55,59827.0,Yes
2561,Dallas,Male,64,67176.0,No
2562,Dallas,Female,64,44551.0,No
2563,Dallas,Female,46,26615.0,No
2564,Dallas,Male,37,50602.0,No
2565,Dallas,Female,46,27235.0,No
2566,Dallas,Male,28,38926.0,No
2567,Dallas,Male,37,47507.0,Yes
2568,Dallas,Female,58,38574.0,No
2569,Dallas,Male,33,45273.0,No
2570,Dallas,Female,52,20420.0,No
2571,Dallas,Male,63,64498.0,No
2572,Dallas,Male,31,25253.0,No
2573,Dallas,Female,55,37328.0,Yes
2574,Dallas,Female,38,43430.0,No
2575,Dallas,Male,29,59511.0,No
2576,Dallas,Female,30,51141.0,No
2577,Dallas,Female,54,42377.0,No
2578,Dallas,Male,39,34851.0,No
2579,Dallas,Male,59,44528.0,No
2580,Dallas,Male,65,65835.0,No
2581,Dallas,Male,34,41971.0,No
2582,Dallas,Male,63,43777.0,No
2583,Dallas,Male,34,41026.0,No
2584,Dallas,Male,34,56269.0,No
2585,Dallas,Female,40,39871.0,No
2586,Dallas,Female,27,27409.0,No
2587,Dallas,Female,43,44993.0,No
2588,Dallas,Female,35,41257.0,No
2589,Dallas,Male,46,51408.0,No
2590,Dallas,Male,42,61245.0,No
2591,Dallas,Female,58,60102.0,No
2592,Dallas,Female,45,34774.0,No
2593,Dallas,Female,38,32035.0,Yes
2594,Dallas,Female,29,41437.0,No
2595,Dallas,Female,35,30563.0,Yes
2596,Dallas,Female,55,21342.0,No
2597,Dallas,Female,46,28728.0,No
2598,Dallas,Male,56,38191.0,No
2599,Dallas,Female,38,35641.0,No
2600,Dallas,Female,61,39891.0,No
2601,Dallas,Male,45,47953.0,No
2602,Dallas,Male,57,59138.0,No
2603,Dallas,Male,34,52940.0,No
2604,Dallas,Female,52,65089.0,No
2605,Dallas,Female,46,36006.0,No
2606,Dallas,Female,32,23458.0,No
2607,Dallas,Male,61,54413.0,No
2608,Dallas,Male,57,50413.0,Yes
2609,Dallas,Male,59,40948.0,No
2610,Dallas,Male,39,24644.0,No
2611,Dallas,Female,42,38759.0,No
2612,Dallas,Male,47,43738.0,No
2613,Dallas,Female,46,41021.0,No
2614,Dallas,Male,61,47605.0,Yes
2615,Dallas,Male,26,60588.0,No
2616,Dallas,Male,27,40700.0,Yes
2617,Dallas,Male,58,70061.0,No
2618,Dallas,Male,38,57918.0,No
2619,Dallas,Male,29,26632.0,No
2620,Dallas,Male,50,39413.0,No
2621,Dallas,Female,52,52366.0,No
2622,Dallas,Female,42,31074.0,No
2623,Dallas,Female,47,39114.0,No
2624,Dallas,Male,50,56905.0,No
2625,Dallas,Male,37,53638.0,No
2626,Dallas,Female,32,38586.0,No
2627,Dallas,Male,61,52798.0,No
2628,Dallas,Male,55,55311.0,No
2629,Dallas,Female,37,53556.0,Yes
2630,Dallas,Male,35,54747.0,No
2631,Dallas,Male,43,31120.0,No
2632,Dallas,Male,26,44871.0,No
2633,Dallas,Male,51,43919.0,No
2634,Dallas,Male,48,42422.0,No
2635,Dallas,Male,44,48043.0,No
2636,Dallas,Male,53,40528.0,No
2637,Dallas,Female,44,29492.0,No
2638,Dallas,Male,52,61272.0,No
2639,Dallas,Female,59,43707.0,No
2640,Dallas,Female,51,41309.0,No
2641,Dallas,Male,29,49428.0,No
2642,Dallas,Female,46,43136.0,No
2643,Dallas,Male,47,45378.0,No
2644,Dallas,Female,61,35958.0,No
2645,Dallas,Male,34,41243.0,No
2646,Dallas,Female,28,70034.0,No
2647,Dallas,Female,58,34741.0,No
2648,Dallas,Female,48,27991.0,Yes
2649,Dallas,Male,64,43220.0,No
2650,Dallas,Male,40,32419.0,No
2651,Dallas,Male,25,59008.0,No
2652,Dallas,Female,32,47659.0,No
2653,Dallas,Male,26,51628.0,No
2654,Dallas,Female,30,26514.0,No
2655,Dallas,Male,30,48932.0,No
2656,Dallas,Male,43,67687.0,No
2657,Dallas,Female,43,18202.0,Yes
2658,Dallas,Female,30,58070.0,No
2659,Dallas,Female,47,48668.0,No
2660,Dallas,Female,65,46300.0,No
2661,Dallas,Female,52,41846.0,No
2662,Dallas,Male,52,44931.0,No
2663,Dallas,Male,52,60816.0,No
2664,Dallas,Male,61,43128.0,No
2665,Dallas,Female,41,40094.0,No
2666,Dallas,Female,59,55000.0,No
2667,Dallas,Male,51,49477.0,No
2668,Dallas,Male,57,58692.0,No
2669,Dallas,Female,28,56714.0,Yes
2670,Dallas,Male,30,40784.0,No
2671,Dallas,Male,40,42084.0,No
2672,Dallas,Male,27,53000.0,Yes
2673,Dallas,Male,55,38148.0,No
2674,Dallas,Female,38,29589.0,Yes
2675,Dallas,Female,41,37851.0,No
2676,Dallas,Female,39,48740.0,No
2677,Dallas,Male,35,58791.0,No
2678,Dallas,Male,49,55063.0,No
2679,Dallas,Female,59,47542.0,No
2680,Dallas,Male,33,39277.0,No
2681,Dallas,Male,26,48238.0,No
2682,Dallas,Female,25,40075.0,No
2683,Dallas,Female,47,38144.0,No
2684,Dallas,Male,57,59548.0,No
2685,Dallas,Male,38,44996.0,No
2686,Dallas,Female,30,47236.0,No
2687,Dallas,Male,53,34521.0,No
2688,Dallas,Female,41,45943.0,No
2689,Dallas,Male,43,48175.0,No
2690,Dallas,Female,61,46866.0,No
2691,Dallas,Female,52,52560.0,No
2692,Dallas,Female,26,35167.0,No
2693,Dallas,Female,59,33797.0,No
2694,Dallas,Female,29,33561.0,No
2695,Dallas,Male,35,40337.0,No
2696,Dallas,Female,34,46349.0,No
2697,Dallas,Male,26,36609.0,No
2698,Dallas,Female,43,29360.0,No
2699,Dallas,Female,37,27619.0,No
2700,Dallas,Male,45,48905.0,No
2701,Dallas,Male,26,42158.0,Yes
2702,Dallas,Female,52,38852.0,No
2703,Dallas,Male,49,54192.0,No
2704,Dallas,Female,63,31561.0,No
2705,Dallas,Female,51,35019.0,No
2706,Dallas,Female,48,47821.0,No
2707,Dallas,Female,50,36736.0,No
2708,Dallas,Female,59,42313.0,No
2709,Dallas,Female,25,40899.0,No
2710,Dallas,Male,47,45226.0,No
2711,Dallas,Female,32,28725.0,No
2712,Dallas,Female,50,33872.0,No
2713,Dallas,Male,26,66998.0,No
2714,Dallas,Female,55,31654.0,No
2715,Dallas,Male,34,54408.0,No
2716,Dallas,Female,30,51305.0,No
2717,Dallas,Male,43,53696.0,No
2718,Dallas,Male,43,37953.0,No
2719,Dallas,Female,46,36592.0,No
2720,Dallas,Male,57,47054.0,No
2721,Dallas,Male,61,54887.0,No
2722,Dallas,Male,63,60885.0,No
2723,Dallas,Female,33,34136.0,No
2724,Dallas,Female,37,37082.0,No
2725,Dallas,Female,37,16287.0,No
2726,Dallas,Female,34,44814.0,No
2727,Dallas,Female,61,40019.0,No
2728,Dallas,Male,34,46654.0,Yes
2729,Dallas,Male,55,25584.0,No
2730,Dallas,Male,53,67728.0,Yes
2731,Dallas,Female,57,46467.0,No
2732,Dallas,Male,61,53517.0,No
2733,Dallas,Female,63,41019.0,No
2734,Dallas,Male,27,49354.0,No
2735,Dallas,Female,61,25414.0,No
2736,Dallas,Male,48,62818.0,No
2737,Dallas,Female,51,37495.0,No
2738,Dallas,Male,50,63068.0,No
2739,Dallas,Male,39,25550.0,Yes
2740,Dallas,Female,52,49792.0,No
2741,Dallas,Male,60,38584.0,No
2742,Dallas,Male,51,55488.0,No
2743,Dallas,Male,64,62656.0,Yes
2744,Dallas,Male,52,46725.0,No
2745,Dallas,Female,39,31835.0,No
2746,Dallas,Male,43,35872.0,No
2747,Dallas,Male,62,52788.0,No
2748,Dallas,Male,40,39872.0,No
2749,Dallas,Male,59,30869.0,No
2750,Dallas,Male,37,58662.0,No
2751,Dallas,Male,33,50308.0,No
2752,Dallas,Male,64,40962.0,No
2753,Dallas,Female,61,40538.0,No
2754,Dallas,Male,39,50168.0,No
2755,Dallas,Female,55,32956.0,No
2756,Dallas,Female,39,33511.0,No
2757,Dallas,Male,57,44072.0,No
2758,Dallas,Male,42,39030.0,No
2759,Dallas,Male,48,35828.0,No
2760,Dallas,Female,48,30609.0,No
2761,Dallas,Male,49,59704.0,No
2762,Dallas,Female,63,50749.0,No
2763,Dallas,Female,60,44601.0,No
2764,Dallas,Male,32,52710.0,No
2765,Dallas,Male,35,47081.0,No
2766,Dallas,Male,49,48157.0,No
2767,Dallas,Female,57,27887.0,No
2768,Dallas,Male,45,46434.0,No
2769,Dallas,Female,47,59917.0,Yes
2770,Dallas,Male,43,29042.0,Yes
2771,Dallas,Male,25,48366.0,No
2772,Dallas,Male,28,60536.0,No
2773,Dallas,Female,46,38604.0,Yes
2774,Dallas,Male,30,45667.0,Yes
2775,Dallas,Male,65,33196.0,No
2776,Dallas,Female,44,52870.0,No
2777,Dallas,Male,60,68764.0,No
2778,Dallas,Male,34,46606.0,No
2779,Dallas,Female,47,37888.0,No
2780,Dallas,Male,47,35489.0,No
2781,Dallas,Male,37,54487.0,No
2782,Dallas,Male,47,79149.0,Yes
2783,Dallas,Male,54,37431.0,No
2784,Dallas,Female,39,20720.0,No
2785,Dallas,Male,62,43242.0,No
2786,Dallas,Male,48,59203.0,No
2787,Dallas,Male,47,45844.0,No
2788,Dallas,Female,29,40562.0,No
2789,Dallas,Female,65,54964.0,No
2790,Dallas,Male,27,73955.0,No
2791,Dallas,Female,33,50918.0,Yes
2792,Dallas,Female,48,36650.0,No
2793,Dallas,Female,43,37431.0,No
2794,Dallas,Male,47,39245.0,No
2795,Dallas,Female,28,50636.0,No
2796,Dallas,Female,65,49483.0,No
2797,Dallas,Female,64,44980.0,No
2798,Dallas,Male,25,61385.0,No
2799,Dallas,Female,57,40327.0,No
2800,Dallas,Male,36,37330.0,No
2801,Dallas,Male,25,58692.0,Yes
2802,Dallas,Male,41,34330.0,Yes
2803,Dallas,Female,45,48062.0,No
2804,Dallas,Male,51,72336.0,No
2805,Dallas,Male,39,43594.0,No
2806,Dallas,Female,49,36913.0,No
2807,Dallas,Male,33,42426.0,No
2808,Dallas,Female,50,48660.0,No
2809,Dallas,Female,56,34532.0,No
2810,Dallas,Female,40,37452.0,No
2811,Dallas,Male,56,53229.0,No
2812,Dallas,Male,62,53100.0,No
2813,Dallas,Male,42,50056.0,No
2814,Dallas,Female,55,58730.0,No
2815,Dallas,Female,38,42662.0,No
2816,Dallas,Male,40,43601.0,Yes
2817,Dallas,Female,31,22963.0,No
2818,Dallas,Male,28,33189.0,No
2819,Dallas,Female,43,31155.0,No
